No,ID,Duration,Year,AMS_after_mm,AMS_before_mm,gap_filled
15,FL655789AF,24h,1997,85.6,85.6,
15,FL655789AF,24h,1998,75.4,75.4,
15,FL655789AF,24h,1999,47.5,47.5,
15,FL655789AF,24h,2000,25.4,,Y
15,FL655789AF,24h,2001,44.6,,Y
15,FL655789AF,24h,2002,25.3,,Y
15,FL655789AF,24h,2003,23.9,,Y
15,FL655789AF,24h,2004,62.2,62.2,
15,FL655789AF,24h,2005,41.9,41.9,
15,FL655789AF,24h,2006,32.5,10.7,*
15,FL655789AF,24h,2007,628.4,628.4,
15,FL655789AF,24h,2008,3.6,2.0,*
15,FL655789AF,24h,2009,25.0,25.0,
15,FL655789AF,24h,2010,217.6,217.6,
16,FL740974AF,5min,1993,4.6,,Y
16,FL740974AF,5min,1994,3.6,,Y
16,FL740974AF,5min,1995,2.7,,Y
16,FL740974AF,5min,1996,4.5,0.6,*
16,FL740974AF,5min,1997,3.8,,Y
16,FL740974AF,5min,1998,3.2,,Y
16,FL740974AF,5min,1999,4.1,,Y
16,FL740974AF,5min,2000,2.4,,Y
16,FL740974AF,5min,2001,5.1,,Y
16,FL740974AF,5min,2002,3.3,,Y
16,FL740974AF,5min,2003,2.8,,Y
16,FL740974AF,5min,2004,2.3,,Y
16,FL740974AF,5min,2005,5.3,,Y
16,FL740974AF,5min,2006,2.9,,Y
16,FL740974AF,5min,2007,6.0,,Y
16,FL740974AF,5min,2008,1.0,,Y
16,FL740974AF,5min,2009,2.7,,Y
16,FL740974AF,5min,2010,9.7,,Y
16,FL740974AF,5min,2011,8.9,,Y
16,FL740974AF,5min,2012,9.7,,Y
16,FL740974AF,5min,2013,4.6,,Y
16,FL740974AF,5min,2014,3.9,,Y
16,FL740974AF,5min,2015,2.4,,Y
16,FL740974AF,5min,2016,2.9,,Y
16,FL740974AF,5min,2017,11.8,11.8,
16,FL740974AF,5min,2018,7.2,7.2,
16,FL740974AF,5min,2019,6.2,6.2,
16,FL740974AF,5min,2020,5.4,5.4,
16,FL740974AF,10min,1993,8.9,,Y
16,FL740974AF,10min,1994,6.0,0.5,*
16,FL740974AF,10min,1995,4.6,0.9,*
16,FL740974AF,10min,1996,7.9,1.2,*
16,FL740974AF,10min,1997,5.9,,Y
16,FL740974AF,10min,1998,5.7,,Y
16,FL740974AF,10min,1999,6.3,,Y
16,FL740974AF,10min,2000,4.7,,Y
16,FL740974AF,10min,2001,8.9,,Y
16,FL740974AF,10min,2002,6.1,,Y
16,FL740974AF,10min,2003,4.9,,Y
16,FL740974AF,10min,2004,4.2,,Y
16,FL740974AF,10min,2005,8.0,,Y
16,FL740974AF,10min,2006,4.9,,Y
16,FL740974AF,10min,2007,10.2,,Y
16,FL740974AF,10min,2008,1.4,,Y
16,FL740974AF,10min,2009,4.8,,Y
16,FL740974AF,10min,2010,16.5,,Y
16,FL740974AF,10min,2011,13.6,,Y
16,FL740974AF,10min,2012,15.2,,Y
16,FL740974AF,10min,2013,8.9,,Y
16,FL740974AF,10min,2014,5.4,,Y
16,FL740974AF,10min,2015,3.2,,Y
16,FL740974AF,10min,2016,4.7,,Y
16,FL740974AF,10min,2017,14.2,14.2,
16,FL740974AF,10min,2018,14.0,14.0,
16,FL740974AF,10min,2019,11.0,11.0,
16,FL740974AF,10min,2020,8.8,8.8,
16,FL740974AF,15min,1987,0.6,0.6,
16,FL740974AF,15min,1992,0.6,0.6,
16,FL740974AF,15min,1993,10.9,,Y
16,FL740974AF,15min,1994,8.7,0.8,*
16,FL740974AF,15min,1995,6.5,1.4,*
16,FL740974AF,15min,1996,8.8,1.8,*
16,FL740974AF,15min,1997,7.7,,Y
16,FL740974AF,15min,1998,8.1,,Y
16,FL740974AF,15min,1999,7.6,,Y
16,FL740974AF,15min,2000,6.5,,Y
16,FL740974AF,15min,2001,11.3,,Y
16,FL740974AF,15min,2002,8.2,,Y
16,FL740974AF,15min,2003,6.8,,Y
16,FL740974AF,15min,2004,4.8,,Y
16,FL740974AF,15min,2005,8.3,,Y
16,FL740974AF,15min,2006,6.1,,Y
16,FL740974AF,15min,2007,13.1,,Y
16,FL740974AF,15min,2008,1.8,,Y
16,FL740974AF,15min,2009,5.5,,Y
16,FL740974AF,15min,2010,22.3,,Y
16,FL740974AF,15min,2011,18.0,,Y
16,FL740974AF,15min,2012,18.2,,Y
16,FL740974AF,15min,2013,12.4,,Y
16,FL740974AF,15min,2014,6.2,,Y
16,FL740974AF,15min,2015,3.9,,Y
16,FL740974AF,15min,2016,6.6,,Y
16,FL740974AF,15min,2017,17.0,17.0,
16,FL740974AF,15min,2018,16.4,16.4,
16,FL740974AF,15min,2019,14.8,14.8,
16,FL740974AF,15min,2020,11.0,11.0,
16,FL740974AF,30min,1987,1.2,1.2,
16,FL740974AF,30min,1990,0.8,0.8,
16,FL740974AF,30min,1992,1.3,1.3,
16,FL740974AF,30min,1993,12.7,,Y
16,FL740974AF,30min,1994,14.5,1.5,*
16,FL740974AF,30min,1995,10.6,2.8,*
16,FL740974AF,30min,1996,9.3,3.7,*
16,FL740974AF,30min,1997,14.3,,Y
16,FL740974AF,30min,1998,13.0,,Y
16,FL740974AF,30min,1999,9.1,,Y
16,FL740974AF,30min,2000,10.4,,Y
16,FL740974AF,30min,2001,16.7,,Y
16,FL740974AF,30min,2002,11.7,,Y
16,FL740974AF,30min,2003,12.1,,Y
16,FL740974AF,30min,2004,6.7,,Y
16,FL740974AF,30min,2005,10.5,,Y
16,FL740974AF,30min,2006,8.8,,Y
16,FL740974AF,30min,2007,18.9,,Y
16,FL740974AF,30min,2008,2.5,,Y
16,FL740974AF,30min,2009,7.0,,Y
16,FL740974AF,30min,2010,27.9,,Y
16,FL740974AF,30min,2011,21.9,,Y
16,FL740974AF,30min,2012,25.6,,Y
16,FL740974AF,30min,2013,16.3,,Y
16,FL740974AF,30min,2014,9.1,,Y
16,FL740974AF,30min,2015,5.8,,Y
16,FL740974AF,30min,2016,11.1,,Y
16,FL740974AF,30min,2017,27.2,27.2,
16,FL740974AF,30min,2018,16.8,16.8,
16,FL740974AF,30min,2019,25.7,25.7,
16,FL740974AF,30min,2020,13.4,13.4,
16,FL740974AF,1h,1987,2.5,2.5,
16,FL740974AF,1h,1988,0.8,0.8,
16,FL740974AF,1h,1990,1.6,1.6,
16,FL740974AF,1h,1992,2.6,2.6,
16,FL740974AF,1h,1993,13.8,,Y
16,FL740974AF,1h,1994,17.0,3.0,*
16,FL740974AF,1h,1995,14.0,5.5,*
16,FL740974AF,1h,1996,14.8,7.3,*
16,FL740974AF,1h,1997,22.1,,Y
16,FL740974AF,1h,1998,18.0,,Y
16,FL740974AF,1h,1999,14.0,,Y
16,FL740974AF,1h,2000,15.0,,Y
16,FL740974AF,1h,2001,20.8,,Y
16,FL740974AF,1h,2002,15.0,,Y
16,FL740974AF,1h,2003,15.6,,Y
16,FL740974AF,1h,2004,8.2,,Y
16,FL740974AF,1h,2005,15.3,,Y
16,FL740974AF,1h,2006,11.9,,Y
16,FL740974AF,1h,2007,29.8,,Y
16,FL740974AF,1h,2008,2.5,,Y
16,FL740974AF,1h,2009,9.9,,Y
16,FL740974AF,1h,2010,32.8,,Y
16,FL740974AF,1h,2011,24.9,,Y
16,FL740974AF,1h,2012,33.9,,Y
16,FL740974AF,1h,2013,18.9,,Y
16,FL740974AF,1h,2014,16.2,,Y
16,FL740974AF,1h,2015,6.5,,Y
16,FL740974AF,1h,2016,13.4,,Y
16,FL740974AF,1h,2017,33.6,33.6,
16,FL740974AF,1h,2018,16.8,16.8,
16,FL740974AF,1h,2019,30.2,30.2,
16,FL740974AF,1h,2020,13.9,13.9,
16,FL740974AF,2h,1987,5.0,5.0,
16,FL740974AF,2h,1988,1.6,1.6,
16,FL740974AF,2h,1989,0.5,0.5,
16,FL740974AF,2h,1990,3.3,3.3,
16,FL740974AF,2h,1991,0.6,0.6,
16,FL740974AF,2h,1992,5.2,5.2,
16,FL740974AF,2h,1993,18.2,,Y
16,FL740974AF,2h,1994,17.4,6.0,*
16,FL740974AF,2h,1995,14.6,8.0,*
16,FL740974AF,2h,1996,21.2,14.7,*
16,FL740974AF,2h,1997,23.8,,Y
16,FL740974AF,2h,1998,25.2,,Y
16,FL740974AF,2h,1999,15.8,,Y
16,FL740974AF,2h,2000,16.4,,Y
16,FL740974AF,2h,2001,27.4,,Y
16,FL740974AF,2h,2002,15.4,,Y
16,FL740974AF,2h,2003,18.6,,Y
16,FL740974AF,2h,2004,8.8,,Y
16,FL740974AF,2h,2005,16.7,,Y
16,FL740974AF,2h,2006,18.0,,Y
16,FL740974AF,2h,2007,36.6,,Y
16,FL740974AF,2h,2008,2.6,,Y
16,FL740974AF,2h,2009,14.3,,Y
16,FL740974AF,2h,2010,49.8,,Y
16,FL740974AF,2h,2011,26.1,,Y
16,FL740974AF,2h,2012,36.9,,Y
16,FL740974AF,2h,2013,23.0,,Y
16,FL740974AF,2h,2014,25.6,,Y
16,FL740974AF,2h,2015,10.3,,Y
16,FL740974AF,2h,2016,16.4,,Y
16,FL740974AF,2h,2017,34.2,34.2,
16,FL740974AF,2h,2018,16.9,16.9,
16,FL740974AF,2h,2019,30.3,30.3,
16,FL740974AF,2h,2020,14.0,14.0,
16,FL740974AF,3h,1987,7.5,7.5,
16,FL740974AF,3h,1988,2.4,2.4,
16,FL740974AF,3h,1989,0.8,0.8,
16,FL740974AF,3h,1990,4.9,4.9,
16,FL740974AF,3h,1991,0.9,0.9,
16,FL740974AF,3h,1992,7.7,7.7,
16,FL740974AF,3h,1993,18.3,,Y
16,FL740974AF,3h,1994,17.4,6.5,*
16,FL740974AF,3h,1995,15.4,11.0,*
16,FL740974AF,3h,1996,28.4,22.0,*
16,FL740974AF,3h,1997,25.1,,Y
16,FL740974AF,3h,1998,27.4,,Y
16,FL740974AF,3h,1999,18.4,,Y
16,FL740974AF,3h,2000,17.6,,Y
16,FL740974AF,3h,2001,32.3,,Y
16,FL740974AF,3h,2002,15.5,,Y
16,FL740974AF,3h,2003,20.7,,Y
16,FL740974AF,3h,2004,9.6,,Y
16,FL740974AF,3h,2005,19.4,,Y
16,FL740974AF,3h,2006,19.8,,Y
16,FL740974AF,3h,2007,39.8,,Y
16,FL740974AF,3h,2008,2.6,,Y
16,FL740974AF,3h,2009,16.2,,Y
16,FL740974AF,3h,2010,60.0,,Y
16,FL740974AF,3h,2011,29.3,,Y
16,FL740974AF,3h,2012,41.1,,Y
16,FL740974AF,3h,2013,26.2,,Y
16,FL740974AF,3h,2014,35.8,,Y
16,FL740974AF,3h,2015,12.9,,Y
16,FL740974AF,3h,2016,16.7,,Y
16,FL740974AF,3h,2017,34.5,34.5,
16,FL740974AF,3h,2018,17.0,17.0,
16,FL740974AF,3h,2019,30.4,30.4,
16,FL740974AF,3h,2020,14.5,14.5,
16,FL740974AF,6h,1987,15.0,15.0,
16,FL740974AF,6h,1988,4.9,4.9,
16,FL740974AF,6h,1989,1.6,1.6,
16,FL740974AF,6h,1990,9.8,9.8,
16,FL740974AF,6h,1991,1.8,1.8,
16,FL740974AF,6h,1992,15.5,15.5,
16,FL740974AF,6h,1993,18.7,,Y
16,FL740974AF,6h,1994,17.5,7.7,*
16,FL740974AF,6h,1995,15.8,14.5,*
16,FL740974AF,6h,1996,42.1,39.0,*
16,FL740974AF,6h,1997,45.0,0.5,*
16,FL740974AF,6h,1998,38.0,,Y
16,FL740974AF,6h,1999,23.9,,Y
16,FL740974AF,6h,2000,18.5,,Y
16,FL740974AF,6h,2001,37.1,,Y
16,FL740974AF,6h,2002,15.5,,Y
16,FL740974AF,6h,2003,21.4,,Y
16,FL740974AF,6h,2004,9.7,,Y
16,FL740974AF,6h,2005,21.4,,Y
16,FL740974AF,6h,2006,23.5,,Y
16,FL740974AF,6h,2007,74.2,,Y
16,FL740974AF,6h,2008,2.6,,Y
16,FL740974AF,6h,2009,16.6,,Y
16,FL740974AF,6h,2010,82.4,,Y
16,FL740974AF,6h,2011,33.4,,Y
16,FL740974AF,6h,2012,47.3,,Y
16,FL740974AF,6h,2013,27.1,,Y
16,FL740974AF,6h,2014,52.3,,Y
16,FL740974AF,6h,2015,17.6,,Y
16,FL740974AF,6h,2016,20.0,,Y
16,FL740974AF,6h,2017,34.6,34.6,
16,FL740974AF,6h,2018,17.1,17.1,
16,FL740974AF,6h,2019,31.2,31.2,
16,FL740974AF,6h,2020,15.2,15.2,
16,FL740974AF,12h,1987,30.0,30.0,
16,FL740974AF,12h,1988,9.8,9.8,
16,FL740974AF,12h,1989,3.2,3.2,
16,FL740974AF,12h,1990,19.5,19.5,
16,FL740974AF,12h,1991,3.5,3.5,
16,FL740974AF,12h,1992,31.0,31.0,
16,FL740974AF,12h,1993,19.4,,Y
16,FL740974AF,12h,1994,17.7,9.1,*
16,FL740974AF,12h,1995,17.0,17.0,
16,FL740974AF,12h,1996,70.0,70.0,
16,FL740974AF,12h,1997,63.4,1.0,*
16,FL740974AF,12h,1998,43.6,,Y
16,FL740974AF,12h,1999,36.5,,Y
16,FL740974AF,12h,2000,18.6,,Y
16,FL740974AF,12h,2001,37.4,,Y
16,FL740974AF,12h,2002,15.6,,Y
16,FL740974AF,12h,2003,24.8,,Y
16,FL740974AF,12h,2004,9.7,,Y
16,FL740974AF,12h,2005,35.7,,Y
16,FL740974AF,12h,2006,32.2,,Y
16,FL740974AF,12h,2007,84.8,,Y
16,FL740974AF,12h,2008,2.6,,Y
16,FL740974AF,12h,2009,18.2,,Y
16,FL740974AF,12h,2010,95.5,,Y
16,FL740974AF,12h,2011,34.4,,Y
16,FL740974AF,12h,2012,48.3,,Y
16,FL740974AF,12h,2013,27.3,,Y
16,FL740974AF,12h,2014,56.4,,Y
16,FL740974AF,12h,2015,18.9,,Y
16,FL740974AF,12h,2016,23.2,,Y
16,FL740974AF,12h,2017,34.7,34.7,
16,FL740974AF,12h,2018,17.5,17.5,
16,FL740974AF,12h,2019,31.3,31.3,
16,FL740974AF,12h,2020,15.3,15.3,
16,FL740974AF,24h,1987,60.0,60.0,
16,FL740974AF,24h,1988,19.5,19.5,
16,FL740974AF,24h,1989,6.5,6.5,
16,FL740974AF,24h,1990,39.0,39.0,
16,FL740974AF,24h,1991,7.0,7.0,
16,FL740974AF,24h,1992,62.0,62.0,
16,FL740974AF,24h,1993,19.9,,Y
16,FL740974AF,24h,1994,20.7,10.1,*
16,FL740974AF,24h,1995,28.5,28.5,
16,FL740974AF,24h,1996,89.9,89.9,
16,FL740974AF,24h,1997,71.1,2.0,*
16,FL740974AF,24h,1998,58.1,,Y
16,FL740974AF,24h,1999,38.3,,Y
16,FL740974AF,24h,2000,24.9,,Y
16,FL740974AF,24h,2001,37.6,,Y
16,FL740974AF,24h,2002,19.9,,Y
16,FL740974AF,24h,2003,28.7,,Y
16,FL740974AF,24h,2004,10.8,,Y
16,FL740974AF,24h,2005,57.6,,Y
16,FL740974AF,24h,2006,43.8,,Y
16,FL740974AF,24h,2007,93.4,,Y
16,FL740974AF,24h,2008,2.6,,Y
16,FL740974AF,24h,2009,33.5,,Y
16,FL740974AF,24h,2010,96.6,,Y
16,FL740974AF,24h,2011,34.9,,Y
16,FL740974AF,24h,2012,52.3,,Y
16,FL740974AF,24h,2013,27.4,,Y
16,FL740974AF,24h,2014,76.2,,Y
16,FL740974AF,24h,2015,23.2,,Y
16,FL740974AF,24h,2016,36.2,,Y
16,FL740974AF,24h,2017,34.8,34.8,
16,FL740974AF,24h,2018,23.9,23.9,
16,FL740974AF,24h,2019,41.0,41.0,
16,FL740974AF,24h,2020,15.6,15.6,
17,FL950429CF,5min,1994,2.4,,Y
17,FL950429CF,5min,1995,6.8,6.8,
17,FL950429CF,5min,1996,8.0,8.0,
17,FL950429CF,5min,1997,8.6,8.6,
17,FL950429CF,5min,1998,6.2,6.2,
17,FL950429CF,5min,1999,5.6,5.6,
17,FL950429CF,5min,2000,2.4,2.4,
17,FL950429CF,5min,2001,6.8,6.8,
17,FL950429CF,5min,2002,1.6,,Y
17,FL950429CF,5min,2003,7.6,7.6,
17,FL950429CF,5min,2004,1.4,0.6,*
17,FL950429CF,5min,2005,8.4,8.4,
17,FL950429CF,5min,2006,5.0,5.0,
17,FL950429CF,5min,2007,8.2,8.2,
17,FL950429CF,5min,2009,3.5,,Y
17,FL950429CF,5min,2010,9.2,9.2,
17,FL950429CF,5min,2011,5.2,5.2,
17,FL950429CF,5min,2012,7.4,7.4,
17,FL950429CF,5min,2013,5.2,5.2,
17,FL950429CF,5min,2014,4.8,4.8,
17,FL950429CF,5min,2015,3.2,3.2,
17,FL950429CF,5min,2016,7.2,7.2,
17,FL950429CF,5min,2017,4.9,4.9,
17,FL950429CF,5min,2018,1.8,1.8,
17,FL950429CF,5min,2019,3.2,3.2,
17,FL950429CF,10min,1981,0.5,0.5,
17,FL950429CF,10min,1994,4.1,,Y
17,FL950429CF,10min,1995,12.2,12.2,
17,FL950429CF,10min,1996,13.0,13.0,
17,FL950429CF,10min,1997,13.2,13.2,
17,FL950429CF,10min,1998,9.0,9.0,
17,FL950429CF,10min,1999,8.8,8.8,
17,FL950429CF,10min,2000,2.4,2.4,
17,FL950429CF,10min,2001,12.0,12.0,
17,FL950429CF,10min,2002,2.6,,Y
17,FL950429CF,10min,2003,12.0,12.0,
17,FL950429CF,10min,2004,2.6,0.8,*
17,FL950429CF,10min,2005,10.6,10.6,
17,FL950429CF,10min,2006,8.6,8.6,
17,FL950429CF,10min,2007,13.8,13.8,
17,FL950429CF,10min,2009,5.5,,Y
17,FL950429CF,10min,2010,16.8,16.8,
17,FL950429CF,10min,2011,8.4,8.4,
17,FL950429CF,10min,2012,12.0,12.0,
17,FL950429CF,10min,2013,10.2,10.2,
17,FL950429CF,10min,2014,9.0,9.0,
17,FL950429CF,10min,2015,5.4,5.4,
17,FL950429CF,10min,2016,12.4,12.4,
17,FL950429CF,10min,2017,9.8,9.8,
17,FL950429CF,10min,2018,3.6,3.6,
17,FL950429CF,10min,2019,6.4,6.4,
17,FL950429CF,15min,1981,0.8,0.8,
17,FL950429CF,15min,1994,5.6,0.6,*
17,FL950429CF,15min,1995,14.6,14.6,
17,FL950429CF,15min,1996,17.2,17.2,
17,FL950429CF,15min,1997,18.2,18.2,
17,FL950429CF,15min,1998,9.8,9.8,
17,FL950429CF,15min,1999,10.6,10.6,
17,FL950429CF,15min,2000,2.4,2.4,
17,FL950429CF,15min,2001,16.8,16.8,
17,FL950429CF,15min,2002,3.6,0.6,*
17,FL950429CF,15min,2003,17.4,17.4,
17,FL950429CF,15min,2004,2.9,1.0,*
17,FL950429CF,15min,2005,11.4,11.4,
17,FL950429CF,15min,2006,10.6,10.6,
17,FL950429CF,15min,2007,19.6,19.6,
17,FL950429CF,15min,2009,6.9,,Y
17,FL950429CF,15min,2010,24.0,24.0,
17,FL950429CF,15min,2011,10.2,10.2,
17,FL950429CF,15min,2012,15.4,15.4,
17,FL950429CF,15min,2013,14.0,14.0,
17,FL950429CF,15min,2014,12.2,12.2,
17,FL950429CF,15min,2015,7.0,7.0,
17,FL950429CF,15min,2016,14.4,14.4,
17,FL950429CF,15min,2017,12.2,12.2,
17,FL950429CF,15min,2018,5.1,5.1,
17,FL950429CF,15min,2019,7.3,7.3,
17,FL950429CF,30min,1977,0.8,0.8,
17,FL950429CF,30min,1978,0.5,0.5,
17,FL950429CF,30min,1981,1.5,1.5,
17,FL950429CF,30min,1982,0.9,0.9,
17,FL950429CF,30min,1983,0.7,0.7,
17,FL950429CF,30min,1986,0.7,0.7,
17,FL950429CF,30min,1987,1.0,1.0,
17,FL950429CF,30min,1989,0.6,0.6,
17,FL950429CF,30min,1990,0.8,0.8,
17,FL950429CF,30min,1992,0.7,0.7,
17,FL950429CF,30min,1993,0.7,0.7,
17,FL950429CF,30min,1994,9.8,1.3,*
17,FL950429CF,30min,1995,19.8,19.8,
17,FL950429CF,30min,1996,28.0,28.0,
17,FL950429CF,30min,1997,27.0,27.0,
17,FL950429CF,30min,1998,12.8,12.8,
17,FL950429CF,30min,1999,12.9,12.9,
17,FL950429CF,30min,2000,3.5,2.4,*
17,FL950429CF,30min,2001,21.4,21.4,
17,FL950429CF,30min,2002,6.3,0.8,*
17,FL950429CF,30min,2003,19.4,19.4,
17,FL950429CF,30min,2004,3.7,1.2,*
17,FL950429CF,30min,2005,17.6,17.6,
17,FL950429CF,30min,2006,17.8,17.8,
17,FL950429CF,30min,2007,34.4,34.4,
17,FL950429CF,30min,2009,8.3,,Y
17,FL950429CF,30min,2010,39.2,39.2,
17,FL950429CF,30min,2011,13.6,13.6,
17,FL950429CF,30min,2012,23.0,23.0,
17,FL950429CF,30min,2013,22.4,22.4,
17,FL950429CF,30min,2014,19.4,19.4,
17,FL950429CF,30min,2015,9.1,9.1,
17,FL950429CF,30min,2016,16.0,16.0,
17,FL950429CF,30min,2017,16.6,16.6,
17,FL950429CF,30min,2018,7.5,7.5,
17,FL950429CF,30min,2019,9.2,9.2,
17,FL950429CF,1h,1977,1.6,1.6,
17,FL950429CF,1h,1978,1.1,1.1,
17,FL950429CF,1h,1979,0.9,0.9,
17,FL950429CF,1h,1980,0.7,0.7,
17,FL950429CF,1h,1981,3.1,3.1,
17,FL950429CF,1h,1982,1.8,1.8,
17,FL950429CF,1h,1983,1.4,1.4,
17,FL950429CF,1h,1986,1.4,1.4,
17,FL950429CF,1h,1987,2.0,2.0,
17,FL950429CF,1h,1988,0.9,0.9,
17,FL950429CF,1h,1989,1.1,1.1,
17,FL950429CF,1h,1990,1.5,1.5,
17,FL950429CF,1h,1991,0.6,0.6,
17,FL950429CF,1h,1992,1.4,1.4,
17,FL950429CF,1h,1993,1.4,1.4,
17,FL950429CF,1h,1994,17.9,2.5,*
17,FL950429CF,1h,1995,31.2,31.2,
17,FL950429CF,1h,1996,38.0,38.0,
17,FL950429CF,1h,1997,37.8,37.8,
17,FL950429CF,1h,1998,16.7,16.7,
17,FL950429CF,1h,1999,19.8,19.8,
17,FL950429CF,1h,2000,5.1,2.5,*
17,FL950429CF,1h,2001,22.8,22.8,
17,FL950429CF,1h,2002,6.8,1.0,*
17,FL950429CF,1h,2003,20.0,20.0,
17,FL950429CF,1h,2004,5.7,1.8,*
17,FL950429CF,1h,2005,22.2,22.2,
17,FL950429CF,1h,2006,22.4,22.4,
17,FL950429CF,1h,2007,58.8,58.8,
17,FL950429CF,1h,2009,9.3,,Y
17,FL950429CF,1h,2010,64.8,64.8,
17,FL950429CF,1h,2011,14.0,14.0,
17,FL950429CF,1h,2012,27.4,27.4,
17,FL950429CF,1h,2013,28.8,28.8,
17,FL950429CF,1h,2014,29.0,29.0,
17,FL950429CF,1h,2015,12.2,12.2,
17,FL950429CF,1h,2016,29.1,29.1,
17,FL950429CF,1h,2017,21.0,21.0,
17,FL950429CF,1h,2018,8.4,8.4,
17,FL950429CF,1h,2019,11.2,11.2,
17,FL950429CF,2h,1977,3.3,3.3,
17,FL950429CF,2h,1978,2.1,2.1,
17,FL950429CF,2h,1979,1.8,1.8,
17,FL950429CF,2h,1980,1.3,1.3,
17,FL950429CF,2h,1981,6.2,6.2,
17,FL950429CF,2h,1982,3.7,3.7,
17,FL950429CF,2h,1983,2.9,2.9,
17,FL950429CF,2h,1986,2.8,2.8,
17,FL950429CF,2h,1987,4.0,4.0,
17,FL950429CF,2h,1988,1.8,1.8,
17,FL950429CF,2h,1989,2.3,2.3,
17,FL950429CF,2h,1990,3.0,3.0,
17,FL950429CF,2h,1991,1.2,1.2,
17,FL950429CF,2h,1992,2.9,2.9,
17,FL950429CF,2h,1993,2.8,2.8,
17,FL950429CF,2h,1994,24.8,5.0,*
17,FL950429CF,2h,1995,32.8,32.8,
17,FL950429CF,2h,1996,59.5,59.5,
17,FL950429CF,2h,1997,38.6,38.6,
17,FL950429CF,2h,1998,17.7,17.7,
17,FL950429CF,2h,1999,27.5,27.5,
17,FL950429CF,2h,2000,7.4,2.5,*
17,FL950429CF,2h,2001,22.9,22.9,
17,FL950429CF,2h,2002,10.4,1.3,*
17,FL950429CF,2h,2003,21.3,21.3,
17,FL950429CF,2h,2004,7.1,2.0,*
17,FL950429CF,2h,2005,24.7,24.7,
17,FL950429CF,2h,2006,24.9,24.9,
17,FL950429CF,2h,2007,97.6,97.6,
17,FL950429CF,2h,2009,16.4,,Y
17,FL950429CF,2h,2010,90.2,90.2,
17,FL950429CF,2h,2011,14.0,14.0,
17,FL950429CF,2h,2012,28.9,28.9,
17,FL950429CF,2h,2013,56.8,56.8,
17,FL950429CF,2h,2014,41.6,41.6,
17,FL950429CF,2h,2015,12.6,12.6,
17,FL950429CF,2h,2016,37.2,37.2,
17,FL950429CF,2h,2017,22.6,22.6,
17,FL950429CF,2h,2018,8.4,8.4,
17,FL950429CF,2h,2019,19.0,19.0,
17,FL950429CF,3h,1977,4.9,4.9,
17,FL950429CF,3h,1978,3.2,3.2,
17,FL950429CF,3h,1979,2.7,2.7,
17,FL950429CF,3h,1980,2.0,2.0,
17,FL950429CF,3h,1981,9.3,9.3,
17,FL950429CF,3h,1982,5.5,5.5,
17,FL950429CF,3h,1983,4.3,4.3,
17,FL950429CF,3h,1986,4.1,4.1,
17,FL950429CF,3h,1987,5.9,5.9,
17,FL950429CF,3h,1988,2.7,2.7,
17,FL950429CF,3h,1989,3.4,3.4,
17,FL950429CF,3h,1990,4.6,4.6,
17,FL950429CF,3h,1991,1.8,1.8,
17,FL950429CF,3h,1992,4.3,4.3,
17,FL950429CF,3h,1993,4.2,4.2,
17,FL950429CF,3h,1994,24.9,7.6,*
17,FL950429CF,3h,1995,41.1,41.1,
17,FL950429CF,3h,1996,60.9,60.9,
17,FL950429CF,3h,1997,56.8,56.8,
17,FL950429CF,3h,1998,20.4,20.4,
17,FL950429CF,3h,1999,33.1,33.1,
17,FL950429CF,3h,2000,7.7,2.6,*
17,FL950429CF,3h,2001,23.0,23.0,
17,FL950429CF,3h,2002,10.6,1.4,*
17,FL950429CF,3h,2003,21.4,21.4,
17,FL950429CF,3h,2004,7.4,2.0,*
17,FL950429CF,3h,2005,25.1,25.1,
17,FL950429CF,3h,2006,25.2,25.2,
17,FL950429CF,3h,2007,140.0,140.0,
17,FL950429CF,3h,2009,17.2,,Y
17,FL950429CF,3h,2010,113.0,113.0,
17,FL950429CF,3h,2011,15.6,15.6,
17,FL950429CF,3h,2012,34.2,34.2,
17,FL950429CF,3h,2013,61.2,61.2,
17,FL950429CF,3h,2014,48.0,48.0,
17,FL950429CF,3h,2015,12.6,12.6,
17,FL950429CF,3h,2016,41.6,41.6,
17,FL950429CF,3h,2017,22.8,22.8,
17,FL950429CF,3h,2018,8.4,8.4,
17,FL950429CF,3h,2019,22.8,22.8,
17,FL950429CF,6h,1977,9.8,9.8,
17,FL950429CF,6h,1978,6.4,6.4,
17,FL950429CF,6h,1979,5.5,5.5,
17,FL950429CF,6h,1980,3.9,3.9,
17,FL950429CF,6h,1981,18.5,18.5,
17,FL950429CF,6h,1982,11.0,11.0,
17,FL950429CF,6h,1983,8.7,8.7,
17,FL950429CF,6h,1985,0.9,0.9,
17,FL950429CF,6h,1986,8.3,8.3,
17,FL950429CF,6h,1987,11.9,11.9,
17,FL950429CF,6h,1988,5.4,5.4,
17,FL950429CF,6h,1989,6.9,6.9,
17,FL950429CF,6h,1990,9.1,9.1,
17,FL950429CF,6h,1991,3.5,3.5,
17,FL950429CF,6h,1992,8.7,8.7,
17,FL950429CF,6h,1993,8.4,8.4,
17,FL950429CF,6h,1994,25.3,15.1,*
17,FL950429CF,6h,1995,47.5,47.5,
17,FL950429CF,6h,1996,65.0,65.0,
17,FL950429CF,6h,1997,95.8,95.8,
17,FL950429CF,6h,1998,39.2,39.2,
17,FL950429CF,6h,1999,33.3,33.3,
17,FL950429CF,6h,2000,7.7,2.7,*
